rank,patent_id,affiliate,title,grant_date,assignee,years_remaining,forward_citations,competitor_citations,competitor_count,competitors,super_sector,super_sector_name,sector,sector_name,eligibility_score,validity_score,claim_breadth,enforcement_clarity,design_around_difficulty,market_relevance_score,ipr_risk_score,prosecution_quality_score,implementation_type,standards_relevance,score_consensus,score_ip-lit-aggressive,score_ip-lit-balanced,score_ip-lit-conservative,score_licensing,score_corporate-ma,score_executive,rank_ip-lit-aggressive,rank_ip-lit-balanced,rank_ip-lit-conservative,rank_licensing,rank_corporate-ma,rank_executive
483,9672068,VMware,"Virtual machine scheduling using optimum power-consumption profile",2017-06-06,"VMware LLC",11.4,5,3,3,"BMC Software; Zscaler; HPE",COMPUTING,"Computing & Systems",systems-software,"Systems Software",4,3,3,4,4,,,,,,16.72,21.35,20.75,12.95,15.99,13.22,16.05,374,460,540,584,671,447
484,9565192,Symantec Enterprise,"Router based securing of internet of things devices on local area networks",2017-02-07,"Symantec Corporation",8.1,32,30,4,"Intel; Bank of America; Cisco; Red Hat",SECURITY,"Security",auth-firewall,"Firewall/Filtering",,,,,,,,,,,16.68,18.61,20.70,12.14,18.04,14.51,16.08,533,468,627,423,518,444
485,8675605,Broadcom,"Frequency hopping in license-exempt/shared bands",2014-03-18,"Broadcom Corporation",5.2,16,11,6,"Intel; Qualcomm; Samsung; Microsoft; Huawei",WIRELESS,"Wireless & RF",wireless-resource,"Wireless Resource Management",4,3,4,3,4,4,,,system,likely_essential,16.68,17.99,19.47,9.88,20.46,16.93,15.34,598,556,903,292,347,497
486,8037032,VMware,"Managing backups using virtual machines",2011-10-11,"VMware LLC",5.7,187,11,4,"Dell EMC; Red Hat; IBM; Google",FAULT_TOLERANCE,"Fault Tolerance & Reliability",ft-recovery,"FT Recovery/Checkpoint",4,3,4,4,3,,,,,,16.67,17.99,18.26,10.80,22.62,14.76,15.56,597,663,780,207,504,484
487,9619270,VMware,"Remote-direct-memory-access-based virtual machine live migration",2017-04-11,"VMware LLC",11.2,8,5,3,"Red Hat; IBM; Microsoft",VIRTUALIZATION,"Virtualization & Cloud",vmh-placement,"VMH Placement/DRS",3,3,3,4,4,,,,,,16.66,20.51,20.86,13.26,15.09,13.62,16.65,407,453,504,675,617,413
488,9575782,Nicira (VMware SDN),"ARP for logical router",2017-02-21,"Nicira, Inc.",11.1,27,4,3,"Nokia; Arista; Cisco",VIRTUALIZATION,"Virtualization & Cloud",vmh-core,"VMH Core/Hypervisor",4,3,3,4,3,,,,,,16.66,20.49,20.13,13.56,16.35,13.14,16.28,412,502,479,546,686,433
489,10901966,VMware,"Synchronizing configurations for container hosted applications",2021-01-26,"VMware LLC",15.0,3,3,3,"Amazon; IBM; Red Hat",COMPUTING,"Computing & Systems",systems-software,"Systems Software",3,4,4,3,4,,,,,,16.65,19.60,19.93,14.06,16.02,14.95,15.37,460,518,433,579,484,496
490,10860362,VMware,"Methods and apparatus to deploy a hybrid workload domain",2020-12-08,"VMware LLC",14.9,14,13,2,"HPE; Dell EMC",VIRTUALIZATION,"Virtualization & Cloud",vmh-placement,"VMH Placement/DRS",3,3,3,3,3,,,,,,16.65,18.71,20.75,15.86,14.34,14.73,15.52,524,461,321,745,506,489
491,10454758,Nicira (VMware SDN),"Edge node cluster network redundancy and fast convergence using an underlay anycast VTEP IP",2019-10-22,"Nicira, Inc.",13.8,23,3,2,"Juniper; SAP",SDN_NETWORK,"SDN & Network Infrastructure",infra-bridge,"Infra Bridge/Switch",4,3,4,3,4,,,,,,16.64,19.28,19.15,14.11,16.36,15.55,15.41,480,585,431,545,441,494
492,10142357,Symantec Enterprise,"Systems and methods for preventing malicious network connections using correlation-based anomaly det",2018-11-27,"Symantec Corporation",9.9,74,32,2,"Fortinet; Rapid7",SECURITY,"Security",auth-ids,"Intrusion Detection/Prevention",,,,,,,,,,,16.64,18.03,19.80,15.38,17.56,14.38,14.70,593,527,354,451,529,553
493,10193963,VMware,"Container virtual machines for hadoop",2019-01-29,"VMware LLC",13.0,4,3,3,"Citrix; HPE; Microsoft",SDN_NETWORK,"SDN & Network Infrastructure",proto-distributed,"Protocol Distributed",4,3,4,4,3,,,,,,16.64,20.02,20.30,14.72,15.87,13.12,15.78,433,492,396,591,688,467
494,8793361,Blue Coat Systems,"Traffic synchronization across multiple devices in wide area network topologies",2014-07-29,"Blue Coat Systems, Inc.",8.5,28,14,7,"Extreme Networks; IBM; Microsoft; Cisco; Palo Alto Networks",SDN_NETWORK,"SDN & Network Infrastructure",sdn-qos,"SDN QoS/Traffic",,,,,,,,,,,16.63,18.13,20.26,12.12,18.20,14.55,16.52,582,498,631,407,515,420
495,9628506,Symantec Enterprise,"Systems and methods for detecting security events",2017-04-18,"Symantec Corporation",8.3,32,18,5,"Sophos; Dell EMC; FireEye; Meta; Fortinet",SECURITY,"Security",auth-ids,"Intrusion Detection/Prevention",,,,,,,,,,,16.62,18.41,20.44,12.06,18.08,14.48,16.27,552,479,636,422,521,434
496,9063766,VMware,"System and method of manipulating virtual machine recordings for high-level execution and replay",2015-06-23,"VMware LLC",9.4,7,5,3,"Red Hat; SAP; IBM",VIRTUALIZATION,"Virtualization & Cloud",vmh-migration,"VMH Migration",4,3,4,3,4,,,,,,16.61,18.86,19.58,14.23,18.35,14.16,14.46,508,547,422,398,557,570
497,8352482,VMware,"System and method for replicating disk images in a cloud computing based virtual machine file system",2013-01-08,"VMware LLC",7.0,74,9,2,"Amazon; IBM",COMPUTING,"Computing & Systems",database,"Database/Information Retrieval",3,3,4,4,3,,,,,,16.60,19.64,20.87,12.84,15.23,14.40,16.62,457,452,553,659,526,416
498,8458329,VMware,"Data center inventory management using smart racks",2013-06-04,"VMware LLC",7.4,16,4,3,"Amazon; IBM; Microsoft",OTHER,"Other",general,"General",4,4,4,4,3,,,,,,16.58,20.93,20.83,12.16,16.61,13.40,15.56,393,454,623,524,648,483
499,9419968,Symantec Enterprise,"Mobile push user authentication for native client based logon",2016-08-16,"Symantec Corporation",7.6,35,27,5,"Bank of America; Workday; Capital One; Microsoft; Dell EMC",SECURITY,"Security",sec-auth,"Security Authentication",,,,,,,,,,,16.57,18.95,21.12,12.54,14.94,14.98,16.86,502,439,582,691,482,395
500,9645805,VMware,"Application blueprints based on service templates to deploy applications in different cloud environm",2017-05-09,"VMware LLC",11.3,14,7,3,"Dell EMC; Huawei; Red Hat",COMPUTING,"Computing & Systems",software-engineering,"Software Engineering",3,3,4,3,3,,,,,,16.57,18.46,20.40,13.01,15.42,15.73,16.38,548,488,536,639,434,426
